activation: selu, batch_size: 50, learning_rate: 0.001, number_epochs: 100, init: GlorotUniformInit, time: 601.16
error(train),acc(train),error(valid),acc(valid),params_penalty
3.06871069,0.10550000,3.06377585,0.10480000,0.00000000
0.45232896,0.86588000,0.41624830,0.88030000,0.00000000
0.33836125,0.89924000,0.31720218,0.90510000,0.00000000
0.28478962,0.91526000,0.27161347,0.91790000,0.00000000
0.25111423,0.92580000,0.24193583,0.92690000,0.00000000
0.22674945,0.93314000,0.22132743,0.93490000,0.00000000
0.20876525,0.93770000,0.20656828,0.93840000,0.00000000
0.19257409,0.94322000,0.19370571,0.94280000,0.00000000
0.17986712,0.94642000,0.18266307,0.94590000,0.00000000
0.16895619,0.94968000,0.17427340,0.94820000,0.00000000
0.15984320,0.95230000,0.16877940,0.95080000,0.00000000
0.15104261,0.95556000,0.16272759,0.95240000,0.00000000
0.14332807,0.95766000,0.15727591,0.95400000,0.00000000
0.13687335,0.95966000,0.15246881,0.95610000,0.00000000
0.13068560,0.96126000,0.14938742,0.95720000,0.00000000
0.12473602,0.96326000,0.14568654,0.95800000,0.00000000
0.11959414,0.96462000,0.14171428,0.95910000,0.00000000
0.11470860,0.96640000,0.13921829,0.95960000,0.00000000
0.11035017,0.96794000,0.13725309,0.96010000,0.00000000
0.10608607,0.96880000,0.13575950,0.96010000,0.00000000
0.10242815,0.96996000,0.13273787,0.96240000,0.00000000
0.09808659,0.97158000,0.13133723,0.96170000,0.00000000
0.09475150,0.97260000,0.12927876,0.96190000,0.00000000
0.09169501,0.97370000,0.12802585,0.96270000,0.00000000
0.08848761,0.97480000,0.12555111,0.96350000,0.00000000
0.08539884,0.97512000,0.12517552,0.96450000,0.00000000
0.08274102,0.97600000,0.12337195,0.96450000,0.00000000
0.07981696,0.97732000,0.12232406,0.96320000,0.00000000
0.07708619,0.97822000,0.12197771,0.96380000,0.00000000
0.07453922,0.97914000,0.11969033,0.96460000,0.00000000
0.07271948,0.97908000,0.12132045,0.96420000,0.00000000
0.07015896,0.98014000,0.11897999,0.96520000,0.00000000
0.06757493,0.98104000,0.11796279,0.96540000,0.00000000
0.06547431,0.98158000,0.11726407,0.96540000,0.00000000
0.06353448,0.98220000,0.11751480,0.96540000,0.00000000
0.06153058,0.98302000,0.11575295,0.96600000,0.00000000
0.05992129,0.98338000,0.11621683,0.96610000,0.00000000
