batch_size: 50, learning_rate: 0.01, number_epochs: 100, weights_penalty_coeff: 0.000010,  biases_penalty_coeff: 0.000010,time: 374.28
error(train),acc(train),error(valid),acc(valid),params_penalty
2.31072998,0.09074000,2.31304077,0.08770000,0.02108527
0.13598528,0.95934000,0.13862094,0.95980000,0.02462915
0.08462456,0.97474000,0.10379510,0.96940000,0.02576374
0.05907509,0.98244000,0.09556090,0.97090000,0.02650320
0.04734459,0.98570000,0.09150393,0.97340000,0.02711189
0.03454023,0.98920000,0.08718427,0.97480000,0.02753597
0.02907117,0.99118000,0.09225066,0.97520000,0.02788566
0.02877327,0.99122000,0.09367850,0.97470000,0.02815252
0.01762465,0.99482000,0.08891922,0.97750000,0.02834005
0.02741728,0.99130000,0.09865507,0.97390000,0.02841568
0.01727283,0.99458000,0.09594137,0.97450000,0.02846684
0.01271007,0.99636000,0.08867470,0.97840000,0.02847514
0.00915715,0.99788000,0.09443318,0.97700000,0.02829687
0.00662717,0.99856000,0.09256610,0.97850000,0.02813060
0.00519469,0.99874000,0.09208139,0.97930000,0.02789007
0.00237167,0.99978000,0.08778478,0.98050000,0.02744908
0.00211775,0.99980000,0.08871001,0.98070000,0.02699613
0.00122781,0.99996000,0.08770295,0.98150000,0.02644472
0.00093750,1.00000000,0.08691123,0.98200000,0.02588984
0.00090664,1.00000000,0.08905032,0.98170000,0.02534594
0.00092671,0.99998000,0.08855358,0.98120000,0.02483697
0.00094356,0.99998000,0.08724272,0.98150000,0.02434011
0.00086165,1.00000000,0.08677427,0.98280000,0.02386284
0.00083111,1.00000000,0.08698022,0.98240000,0.02340289
0.00082634,1.00000000,0.08611738,0.98190000,0.02296793
0.00088205,1.00000000,0.08634884,0.98210000,0.02255569
0.00091127,1.00000000,0.08653410,0.98180000,0.02215992
0.00090291,1.00000000,0.08509433,0.98170000,0.02177452
0.00090716,1.00000000,0.08564464,0.98220000,0.02140904
0.00089778,1.00000000,0.08501853,0.98220000,0.02106551
0.00091622,1.00000000,0.08508726,0.98190000,0.02073531
0.00095279,1.00000000,0.08435681,0.98210000,0.02043059
0.00100544,1.00000000,0.08459643,0.98130000,0.02012612
0.00091853,1.00000000,0.08417861,0.98240000,0.01983458
0.00092945,1.00000000,0.08385350,0.98230000,0.01957085
0.00097175,1.00000000,0.08410815,0.98160000,0.01931405
0.00099056,1.00000000,0.08521496,0.98220000,0.01906960
0.00101075,1.00000000,0.08447823,0.98170000,0.01884133
0.00100776,1.00000000,0.08454591,0.98210000,0.01861474
0.00104738,1.00000000,0.08427058,0.98150000,0.01840711
0.00100736,1.00000000,0.08532123,0.98170000,0.01818924
0.00128919,1.00000000,0.08526872,0.98160000,0.01801461
0.00114403,1.00000000,0.08569037,0.98110000,0.01783938
0.00097052,1.00000000,0.08528110,0.98170000,0.01763493
0.00100497,1.00000000,0.08423182,0.98160000,0.01745594
0.00100648,1.00000000,0.08520067,0.98180000,0.01729061
0.00108545,1.00000000,0.08570057,0.98100000,0.01712996
0.00110223,1.00000000,0.08563967,0.98170000,0.01698497
0.00164916,0.99988000,0.08545127,0.98220000,0.01696022
0.03918983,0.98660000,0.11676302,0.96900000,0.02123091
0.02660950,0.99052000,0.11038332,0.97580000,0.02234148
0.02136880,0.99262000,0.10690358,0.97470000,0.02300664
0.01436997,0.99478000,0.10368421,0.97760000,0.02322131
0.00854679,0.99736000,0.10628776,0.97780000,0.02349515
0.00958967,0.99674000,0.11707533,0.97600000,0.02353548
0.00590867,0.99814000,0.09880503,0.97970000,0.02366962
0.00452170,0.99872000,0.10147722,0.98160000,0.02349969
0.00416893,0.99884000,0.10813445,0.97890000,0.02321867
0.00167689,0.99972000,0.09907862,0.98150000,0.02301698
0.00046707,1.00000000,0.09515333,0.98230000,0.02248436
0.00037455,1.00000000,0.09461247,0.98240000,0.02197896
0.00036151,1.00000000,0.09294692,0.98230000,0.02152676
0.00035746,1.00000000,0.09343582,0.98240000,0.02110815
0.00036910,1.00000000,0.09179523,0.98230000,0.02072111
0.00038037,1.00000000,0.09146338,0.98250000,0.02035517
0.00039693,1.00000000,0.09108242,0.98230000,0.02001765
0.00041513,1.00000000,0.09002936,0.98200000,0.01968794
0.00044219,1.00000000,0.08933008,0.98230000,0.01937838
0.00045932,1.00000000,0.08925395,0.98180000,0.01908551
0.00047604,1.00000000,0.08842736,0.98200000,0.01880854
0.00049820,1.00000000,0.08743423,0.98240000,0.01855054
0.00053003,1.00000000,0.08796378,0.98200000,0.01829583
0.00053234,1.00000000,0.08655970,0.98280000,0.01805602
0.00056751,1.00000000,0.08606725,0.98230000,0.01782927
0.00058758,1.00000000,0.08595372,0.98210000,0.01762010
0.00059667,1.00000000,0.08558683,0.98220000,0.01741288
0.00062047,1.00000000,0.08521510,0.98190000,0.01722605
0.00064021,1.00000000,0.08596820,0.98220000,0.01703894
0.00068066,1.00000000,0.08496710,0.98180000,0.01687027
0.00069128,1.00000000,0.08438050,0.98240000,0.01670226
0.00070446,1.00000000,0.08389520,0.98290000,0.01654083
0.00072505,1.00000000,0.08492357,0.98210000,0.01639273
0.00072916,1.00000000,0.08331087,0.98250000,0.01624085
0.00087497,1.00000000,0.08363504,0.98200000,0.01610964
0.00075353,1.00000000,0.08235514,0.98250000,0.01597258
0.00077768,1.00000000,0.08436371,0.98190000,0.01585056
0.00076701,1.00000000,0.08366919,0.98200000,0.01571772
0.00079523,1.00000000,0.08249568,0.98200000,0.01561464
0.00101361,0.99994000,0.08243724,0.98280000,0.01550691
0.00079933,1.00000000,0.08288067,0.98210000,0.01538406
0.00082275,1.00000000,0.08365775,0.98200000,0.01528309
0.00082483,1.00000000,0.08269981,0.98220000,0.01518184
0.00087777,1.00000000,0.08180636,0.98210000,0.01510218
0.00080502,1.00000000,0.08158142,0.98210000,0.01499279
0.00085318,1.00000000,0.08409827,0.98190000,0.01490601
0.00091713,1.00000000,0.08348360,0.98190000,0.01481472
0.00093607,1.00000000,0.08398755,0.98190000,0.01472944
0.00090175,1.00000000,0.08191291,0.98130000,0.01465783
0.00087413,1.00000000,0.08137910,0.98210000,0.01456794
0.00086605,1.00000000,0.08292031,0.98200000,0.01448758
0.00088273,1.00000000,0.08272357,0.98200000,0.01441478
