error(train),acc(train),error(valid),acc(valid),params_penalty
2.30168487,0.06658000,2.30154756,0.06800000,0.00000000
1.07879705,0.61392000,1.04975855,0.63610000,0.00000000
0.55752073,0.82634000,0.52985880,0.83370000,0.00000000
0.31953559,0.90058000,0.29901881,0.90500000,0.00000000
0.85197265,0.81546000,0.81030653,0.81930000,0.00000000
0.26200729,0.91722000,0.24531027,0.92310000,0.00000000
0.21794161,0.93098000,0.21169762,0.93250000,0.00000000
0.17327241,0.94582000,0.17869085,0.94390000,0.00000000
0.16248700,0.94934000,0.16708940,0.94660000,0.00000000
0.14534053,0.95516000,0.15763760,0.94980000,0.00000000
0.15769529,0.94964000,0.17100539,0.94690000,0.00000000
0.11855771,0.96376000,0.14263346,0.95670000,0.00000000
0.10826674,0.96656000,0.13223354,0.96070000,0.00000000
0.12878948,0.95890000,0.14891756,0.95440000,0.00000000
0.11397825,0.96358000,0.14106410,0.95690000,0.00000000
0.10637208,0.96578000,0.14088975,0.95550000,0.00000000
0.09139495,0.97114000,0.12526547,0.96290000,0.00000000
0.08841431,0.97248000,0.13701651,0.96170000,0.00000000
0.08611753,0.97244000,0.12898898,0.96230000,0.00000000
0.07595125,0.97534000,0.12247608,0.96390000,0.00000000
0.07594584,0.97578000,0.12637206,0.96350000,0.00000000
0.06486025,0.97958000,0.12171218,0.96430000,0.00000000
0.06241391,0.98024000,0.11736422,0.96670000,0.00000000
0.05232625,0.98420000,0.11194217,0.96670000,0.00000000
0.06263567,0.97964000,0.13023046,0.96230000,0.00000000
0.05600526,0.98198000,0.12887356,0.96450000,0.00000000
0.04551265,0.98576000,0.11086563,0.96820000,0.00000000
0.04384556,0.98596000,0.11751814,0.96730000,0.00000000
0.05071264,0.98348000,0.12417211,0.96630000,0.00000000
0.04470399,0.98602000,0.12159676,0.96790000,0.00000000
0.09751696,0.96806000,0.18176896,0.95170000,0.00000000
0.03398182,0.98960000,0.11892543,0.96900000,0.00000000
0.03222619,0.98938000,0.11808720,0.96850000,0.00000000
0.03978434,0.98674000,0.12223207,0.96970000,0.00000000
0.02827726,0.99154000,0.11922639,0.96970000,0.00000000
0.02876318,0.99126000,0.12475911,0.97080000,0.00000000
0.02985881,0.99074000,0.11711086,0.97020000,0.00000000
0.04517775,0.98508000,0.14137936,0.96440000,0.00000000
0.04571741,0.98472000,0.14887777,0.96420000,0.00000000
0.03066984,0.98996000,0.13110749,0.96790000,0.00000000
0.02356996,0.99242000,0.13000743,0.97020000,0.00000000
0.04497866,0.98562000,0.15628026,0.96500000,0.00000000
0.03872890,0.98622000,0.15429150,0.96470000,0.00000000
0.01862742,0.99400000,0.13026082,0.96890000,0.00000000
0.02460849,0.99182000,0.13219718,0.96950000,0.00000000
0.02272382,0.99246000,0.14805235,0.96690000,0.00000000
0.02518334,0.99136000,0.13510919,0.96880000,0.00000000
0.02616361,0.99128000,0.14724788,0.96810000,0.00000000
0.00918510,0.99748000,0.11978651,0.97460000,0.00000000
0.01468663,0.99542000,0.13094527,0.97120000,0.00000000
0.01061844,0.99678000,0.13598544,0.97160000,0.00000000
