learning_rate: 0.01, batch_size: 50, num_epochs: 100, error(test): 0.919418543283, acc(test): 0.715189873418, time: 165.61834335327148
error(train),acc(train),error(valid),acc(valid)
3.87933423,0.02311000,3.87897144,0.02322785
3.50308800,0.17901000,3.49968469,0.18493671
2.64008974,0.36143000,2.63439074,0.36392405
2.07115230,0.45849000,2.06456856,0.46132911
1.79638157,0.50568000,1.78644873,0.50854430
1.65794494,0.53280000,1.64758440,0.53993671
1.58290117,0.54935000,1.57356368,0.55291139
1.53050623,0.56327000,1.52194353,0.56683544
1.49081348,0.57231000,1.48267996,0.57626582
1.45818239,0.58299000,1.45300831,0.58411392
1.43011503,0.58504000,1.42464640,0.58772152
1.40096654,0.59392000,1.39510597,0.59683544
1.37439629,0.60191000,1.37136704,0.60265823
1.35175592,0.60825000,1.34950072,0.60816456
1.33187151,0.61158000,1.33149132,0.61056962
1.31129176,0.61791000,1.31045114,0.61924051
1.29162157,0.62172000,1.29112815,0.62316456
1.27331166,0.62617000,1.27408515,0.62715190
1.25754218,0.63000000,1.25941505,0.62898734
1.24074539,0.63515000,1.24364276,0.63316456
1.22803153,0.63699000,1.23165746,0.63620253
1.21511937,0.63899000,1.21805472,0.63683544
1.20330603,0.64293000,1.20651220,0.64259494
1.19049480,0.64592000,1.19509561,0.64537975
1.17939721,0.64937000,1.18462444,0.64563291
1.16890434,0.65176000,1.17484943,0.64924051
1.16003106,0.65367000,1.16606672,0.65113924
1.14911697,0.65700000,1.15422874,0.65367089
1.13864233,0.65938000,1.14448476,0.65632911
1.13181398,0.66079000,1.13646392,0.65955696
1.12581105,0.66017000,1.13258955,0.65721519
1.11593261,0.66431000,1.12137315,0.66240506
1.10807281,0.66599000,1.11605657,0.66246835
1.10304066,0.66580000,1.10904552,0.66227848
1.09753468,0.66800000,1.10316321,0.66664557
1.08939614,0.66976000,1.09539913,0.66848101
1.08071800,0.67408000,1.08711855,0.67050633
1.07603534,0.67417000,1.08465466,0.67177215
1.06939927,0.67585000,1.07681790,0.67392405
1.06737521,0.67525000,1.07593442,0.67297468
1.05902311,0.67711000,1.06804994,0.67658228
1.05316981,0.68031000,1.06230166,0.67886076
1.05017547,0.68073000,1.06014120,0.67898734
1.04659834,0.68087000,1.05742773,0.67943038
1.04022580,0.68237000,1.05143397,0.67841772
1.03309115,0.68484000,1.04221282,0.68506329
1.03075670,0.68526000,1.04014352,0.68240506
1.02674410,0.68463000,1.03732063,0.68221519
1.02215131,0.68732000,1.03342275,0.68531646
1.01808595,0.68796000,1.02813352,0.68443038
1.01618507,0.68800000,1.02627402,0.68702532
1.00847247,0.69033000,1.01908145,0.68905063
1.00544762,0.69224000,1.01937962,0.68829114
1.00050388,0.69303000,1.01347853,0.69139241
0.99514628,0.69489000,1.00818200,0.68981013
0.99668597,0.69341000,1.00981106,0.68981013
0.99055019,0.69538000,1.00434336,0.69303797
0.98394027,0.69769000,0.99809266,0.69379747
0.98160146,0.69750000,0.99407377,0.69740506
0.98004989,0.69750000,0.99456232,0.69620253
0.97617099,0.69849000,0.99204934,0.69455696
0.97481269,0.70028000,0.99128772,0.69759494
0.97157145,0.70096000,0.98756189,0.69670886
0.96866405,0.70064000,0.98381260,0.69639241
0.96550259,0.70173000,0.98065485,0.69911392
0.95808480,0.70441000,0.97525935,0.69886076
0.96277573,0.70274000,0.98056820,0.70006329
0.95554299,0.70486000,0.97375817,0.70056962
0.95759051,0.70255000,0.97642694,0.69943038
0.95304183,0.70480000,0.96949345,0.70088608
0.94750386,0.70536000,0.96741824,0.70139241
0.94337063,0.70755000,0.96146237,0.70601266
0.94287643,0.70755000,0.96165352,0.70322785
0.93974191,0.70916000,0.95927657,0.70424051
0.93817723,0.70759000,0.95753750,0.70468354
0.93802099,0.70982000,0.95864486,0.70556962
0.93652411,0.70862000,0.95769525,0.70234177
0.92895001,0.71146000,0.94849467,0.70575949
0.92962331,0.71022000,0.95253972,0.70392405
0.92634910,0.71178000,0.94690291,0.70765823
0.92274211,0.71277000,0.94439527,0.70601266
0.92230773,0.71242000,0.94178052,0.70841772
0.92034407,0.71358000,0.94262701,0.70702532
0.91907263,0.71411000,0.94061256,0.71082278
0.91521809,0.71528000,0.93715668,0.70892405
0.91334366,0.71418000,0.93517769,0.71082278
0.90980438,0.71666000,0.93090347,0.71132911
0.90920549,0.71641000,0.93108454,0.70993671
0.91044365,0.71682000,0.93358101,0.70867089
0.90539921,0.71660000,0.92960660,0.71132911
0.90258355,0.71845000,0.92682997,0.71240506
0.90428154,0.71747000,0.92732125,0.71164557
0.89848614,0.71959000,0.92298874,0.71335443
0.89897320,0.71922000,0.92344956,0.71322785
0.89822380,0.71752000,0.92214165,0.71208861
0.89552470,0.71982000,0.92131506,0.71462025
0.89602632,0.71953000,0.92198426,0.71360759
0.89069329,0.72184000,0.91583879,0.71512658
0.89309891,0.72050000,0.91752545,0.71518987
0.89020736,0.72087000,0.91694801,0.71126582
0.89366947,0.72040000,0.91941854,0.71518987
