learning_rate: 0.01, batch_size: 50, num_epochs: 100, error(test): 2.42126866414, acc(test): 0.449240506329, time: 399.4722616672516
error(train),acc(train),error(valid),acc(valid)
4.73957465,0.01846000,4.74636557,0.01702532
3.12182120,0.25205000,3.12517469,0.24797468
2.94925630,0.30679000,2.95034624,0.30316456
2.85933500,0.33063000,2.86553215,0.32550633
2.79697554,0.35118000,2.80603576,0.34455696
2.75393270,0.36108000,2.76998359,0.35645570
2.72182000,0.36862000,2.72783955,0.36506329
2.69695704,0.37293000,2.70756048,0.37120253
2.67401885,0.37922000,2.68644666,0.37664557
2.65701408,0.38423000,2.66632807,0.38272152
2.64164691,0.39083000,2.65860948,0.38765823
2.62754608,0.39119000,2.64073280,0.38670886
2.61458401,0.39533000,2.63669895,0.39348101
2.60704502,0.39809000,2.61676141,0.39727848
2.59777970,0.40163000,2.61351539,0.39481013
2.58583295,0.40248000,2.60097221,0.40044304
2.58170605,0.40386000,2.59679414,0.39854430
2.57146378,0.40718000,2.58987657,0.40050633
2.56743661,0.40699000,2.57906741,0.40379747
2.55792856,0.41038000,2.57616486,0.40424051
2.55419091,0.41304000,2.57101766,0.40525316
2.55030484,0.41398000,2.56534403,0.40582278
2.54290459,0.41629000,2.55141558,0.41088608
2.53949652,0.41668000,2.55529731,0.40949367
2.53267205,0.41760000,2.55135093,0.41265823
2.52871066,0.41754000,2.53897277,0.41088608
2.52734864,0.42081000,2.53826180,0.41848101
2.52328364,0.42028000,2.54021772,0.41069620
2.51979767,0.42111000,2.52768485,0.41569620
2.51340313,0.42346000,2.52952874,0.41759494
2.51129911,0.42366000,2.52589578,0.41689873
2.51022704,0.42399000,2.52925302,0.41620253
2.50784338,0.42564000,2.51694159,0.42259494
2.50460708,0.42457000,2.51869224,0.42126582
2.50227412,0.42543000,2.51771115,0.42056962
2.49986880,0.42640000,2.51604119,0.42037975
2.49375123,0.42772000,2.50352151,0.41911392
2.49042893,0.43012000,2.50490402,0.42310127
2.49118046,0.43059000,2.50686646,0.42575949
2.48851737,0.43154000,2.50188520,0.42348101
2.48803506,0.43094000,2.50061491,0.42512658
2.48093840,0.43008000,2.49113354,0.42930380
2.47973292,0.43229000,2.49058892,0.42563291
2.47862668,0.43264000,2.49414038,0.42759494
2.47384413,0.43462000,2.49479245,0.42373418
2.47115865,0.43734000,2.49138440,0.42886076
2.47461878,0.43521000,2.48513288,0.43227848
2.47217616,0.43367000,2.48393404,0.42721519
2.46968758,0.43252000,2.48472044,0.42917722
2.46558078,0.43746000,2.47244612,0.43139241
2.46387229,0.43886000,2.47704805,0.43373418
2.46465182,0.43193000,2.48058136,0.42468354
2.46085195,0.43783000,2.47847347,0.43310127
2.45673949,0.44037000,2.47205943,0.43493671
2.45971628,0.43977000,2.47297285,0.43405063
2.45831790,0.43843000,2.48058825,0.42886076
2.45202401,0.44028000,2.47519472,0.43240506
2.45194320,0.44033000,2.46739620,0.43158228
2.45009964,0.44013000,2.46825597,0.43664557
2.44691437,0.44126000,2.47186456,0.43569620
2.44735142,0.44272000,2.46367774,0.43550633
2.44599045,0.44157000,2.46768574,0.43392405
2.44536376,0.44303000,2.45717338,0.43917722
2.44274392,0.44334000,2.45543909,0.43734177
2.43898807,0.44488000,2.45572215,0.43784810
2.43965877,0.44377000,2.45620969,0.44196203
2.43842261,0.44638000,2.45698194,0.44094937
2.43566051,0.44550000,2.45394793,0.43537975
2.43618831,0.44499000,2.44966444,0.44132911
2.43300036,0.44391000,2.44910521,0.43544304
2.43278276,0.44529000,2.44858760,0.43955696
2.43213524,0.44617000,2.44951028,0.44025316
2.42796069,0.44797000,2.44940464,0.43702532
2.43018174,0.44962000,2.45511166,0.43949367
2.43167880,0.44538000,2.45269506,0.43867089
2.42668046,0.44883000,2.44203881,0.44240506
2.42483795,0.44767000,2.44769689,0.44107595
2.42433320,0.44644000,2.44948170,0.43791139
2.42179937,0.44915000,2.44357113,0.44253165
2.42319798,0.44869000,2.44625740,0.44297468
2.41941881,0.44994000,2.43355686,0.44278481
2.42077343,0.45127000,2.42991704,0.44620253
2.41964881,0.45109000,2.44350367,0.44291139
2.41685990,0.44969000,2.44373407,0.44253165
2.42236213,0.44886000,2.43617651,0.44430380
2.41861090,0.44975000,2.44387879,0.44329114
2.41808453,0.45017000,2.43019973,0.44189873
2.41486040,0.45245000,2.43243458,0.44443038
2.41468834,0.45027000,2.43660196,0.44227848
2.41291907,0.45220000,2.43690502,0.44196203
2.41344393,0.44915000,2.43427883,0.44436709
2.40964332,0.45278000,2.43301751,0.44360759
2.41241057,0.45454000,2.43237036,0.44778481
2.41167294,0.45287000,2.43102478,0.44740506
2.40407957,0.45315000,2.43246095,0.44721519
2.41079444,0.45444000,2.42692586,0.44867089
2.40636759,0.45524000,2.42930821,0.44620253
2.40428129,0.45457000,2.42275159,0.44848101
2.40665359,0.45241000,2.42855083,0.44443038
2.40417226,0.45689000,2.42753683,0.44677215
2.40454150,0.45484000,2.42410716,0.44949367
