learning_rate: 0.01, batch_size: 50, num_epochs: 100, dropout_prob: 0.5, error(test): 2.41443788516, acc(test): 0.43253164557, time: 634.317063331604
error(train),acc(train),error(valid),acc(valid)
5.02041336,0.02936000,5.03856777,0.02905063
3.43164352,0.15300000,3.42672877,0.15221519
3.25971174,0.19070000,3.25731287,0.19164557
3.16292341,0.21296000,3.15764045,0.21303797
3.08802764,0.22911000,3.08287489,0.22905063
3.03099789,0.24202000,3.02738300,0.24208861
2.98346738,0.25150000,2.97981982,0.25000000
2.94451697,0.26271000,2.94336826,0.26265823
2.91349382,0.27066000,2.90800283,0.27069620
2.88715957,0.27911000,2.87751036,0.27968354
2.86515283,0.28567000,2.86412287,0.28512658
2.84488495,0.29430000,2.84270468,0.29455696
2.82426793,0.30031000,2.82077635,0.29981013
2.80793427,0.30770000,2.80846545,0.30367089
2.79245635,0.31283000,2.78638976,0.31246835
2.77957052,0.31860000,2.77415932,0.31462025
2.76557682,0.32105000,2.76000611,0.32050633
2.75181031,0.32570000,2.75017710,0.32367089
2.73812951,0.33124000,2.73294678,0.33139241
2.72717838,0.33502000,2.72304506,0.33594937
2.71670727,0.33901000,2.71069770,0.33841772
2.70297095,0.34648000,2.69729416,0.34531646
2.69332469,0.34534000,2.68589061,0.34544304
2.68312943,0.34861000,2.68447393,0.34607595
2.67074504,0.35423000,2.66197414,0.35639241
2.66115323,0.35817000,2.66165467,0.35481013
2.65284481,0.36106000,2.64563144,0.36234177
2.64634075,0.35979000,2.64088362,0.35848101
2.63648561,0.36376000,2.63408984,0.36272152
2.63075959,0.36518000,2.62483243,0.36329114
2.62206722,0.36904000,2.61919335,0.36594937
2.61749369,0.36744000,2.61624555,0.36860759
2.60676072,0.37342000,2.60416261,0.37272152
2.60337033,0.37489000,2.59877287,0.37417722
2.59898533,0.37779000,2.58792065,0.37696203
2.58781455,0.37883000,2.59412548,0.37253165
2.58835364,0.37879000,2.58366252,0.37886076
2.58014282,0.38125000,2.57056040,0.38101266
2.57498483,0.38490000,2.56431435,0.38335443
2.56766992,0.38643000,2.56765803,0.38462025
2.56183480,0.38825000,2.55091628,0.38702532
2.55800210,0.38867000,2.54818880,0.38936709
2.55351365,0.39242000,2.54069603,0.39234177
2.55057661,0.39062000,2.53972911,0.38924051
2.54608217,0.39297000,2.53591895,0.39424051
2.54092336,0.39757000,2.53959915,0.39107595
2.53625923,0.39592000,2.52819419,0.39556962
2.53609157,0.39667000,2.53229165,0.39658228
2.52743449,0.40074000,2.52388448,0.39860759
2.52647664,0.40206000,2.52951763,0.39537975
2.52387230,0.40007000,2.51757195,0.39740506
2.51952605,0.40313000,2.51446654,0.40386076
2.51529958,0.40301000,2.51218290,0.40069620
2.51153957,0.40176000,2.49841230,0.39955696
2.50946780,0.40474000,2.50489961,0.40417722
2.50774151,0.40761000,2.49890429,0.40689873
2.50167848,0.40573000,2.49122942,0.40949367
2.49778408,0.40903000,2.49944966,0.40487342
2.49623449,0.40913000,2.48513873,0.40860759
2.49536205,0.41078000,2.48974573,0.40594937
2.49196145,0.41117000,2.48601067,0.40854430
2.49233767,0.41062000,2.48604975,0.41012658
2.48435404,0.41223000,2.48622786,0.40702532
2.48601851,0.41283000,2.46603321,0.41462025
2.48026545,0.41399000,2.47476233,0.41265823
2.47984852,0.41377000,2.47129058,0.41493671
2.47625645,0.41709000,2.47094165,0.41784810
2.47648554,0.41552000,2.46824273,0.41740506
2.47319243,0.41659000,2.46204823,0.41822785
2.47322501,0.41857000,2.46927009,0.41829114
2.47015153,0.41631000,2.46099843,0.42000000
2.46960366,0.41647000,2.45961550,0.41816456
2.46449180,0.41816000,2.45828996,0.41721519
2.46286641,0.42011000,2.45808808,0.42025316
2.45429731,0.42170000,2.45576174,0.42000000
2.45750368,0.42177000,2.45766540,0.41911392
2.45686057,0.42143000,2.45864583,0.41740506
2.45261619,0.42406000,2.44541672,0.42101266
2.45039887,0.42499000,2.45037848,0.42272152
2.44638767,0.42535000,2.44059805,0.42297468
2.44826628,0.42357000,2.43978360,0.42481013
2.44650039,0.42401000,2.43940339,0.42113924
2.44500191,0.42389000,2.43743561,0.42208861
2.44042648,0.42521000,2.43174691,0.42620253
2.44092063,0.42596000,2.43959408,0.42392405
2.43851677,0.42717000,2.43904817,0.42670886
2.43681750,0.42793000,2.43025958,0.42569620
2.43467384,0.42753000,2.43010240,0.43208861
2.43573710,0.42914000,2.42844131,0.42841772
2.43156308,0.43004000,2.42777221,0.42582278
2.43093128,0.42803000,2.42507526,0.42575949
2.42890520,0.42850000,2.42490526,0.43139241
2.42836600,0.43172000,2.42164201,0.42759494
2.42673246,0.43267000,2.41818497,0.43069620
2.42392377,0.43136000,2.41401372,0.43177215
2.42240665,0.43224000,2.42177631,0.43208861
2.42269260,0.43107000,2.41730074,0.42892405
2.42163082,0.43319000,2.41269536,0.43493671
2.41968170,0.43388000,2.40773773,0.43500000
2.42013161,0.43379000,2.41707480,0.43208861
2.41526500,0.43579000,2.40421098,0.43348101
