learning_rate: 0.01, batch_size: 50, num_epochs: 100, l2_coeff: 0.01, error(test): 0.647984376671, acc(test): 0.807911392405, time: 457.03870129585266
error(train),acc(train),error(valid),acc(valid)
6.02124948,0.02716000,5.98994126,0.02746835
1.10942828,0.68031000,1.12104468,0.67348101
0.95569130,0.72420000,0.96886746,0.71886076
0.88244568,0.74779000,0.89887518,0.74284810
0.83722138,0.75867000,0.85446662,0.75272152
0.80723022,0.76724000,0.82102103,0.76411392
0.78565253,0.77222000,0.79981598,0.76848101
0.75888201,0.77842000,0.77016787,0.77424051
0.75211733,0.77897000,0.76466249,0.77335443
0.73633994,0.78723000,0.74808378,0.78170886
0.72165178,0.79035000,0.73503343,0.78196203
0.71556427,0.79201000,0.72573463,0.78848101
0.70838907,0.79501000,0.71992909,0.79101266
0.70359209,0.79516000,0.71482516,0.79139241
0.69668402,0.79666000,0.70765391,0.79120253
0.69812842,0.79457000,0.70885003,0.79234177
0.68938453,0.79976000,0.70109002,0.79398734
0.68539744,0.80063000,0.69670492,0.79462025
0.68565403,0.80193000,0.69732303,0.79772152
0.68219551,0.80088000,0.69431577,0.79594937
0.67643365,0.80308000,0.68765099,0.79803797
0.67271972,0.80505000,0.68411614,0.79816456
0.67375488,0.80217000,0.68554432,0.79563291
0.66962731,0.80423000,0.68081375,0.79949367
0.66971577,0.80671000,0.68000569,0.80151899
0.67082311,0.80335000,0.68195386,0.79550633
0.66623773,0.80490000,0.67695837,0.80025316
0.66154776,0.80676000,0.67485024,0.80322785
0.65958765,0.80759000,0.67254964,0.80082278
0.65884103,0.80826000,0.67171932,0.80189873
0.65514799,0.81101000,0.66633688,0.80329114
0.65569902,0.80981000,0.66620392,0.80411392
0.66008376,0.80807000,0.67181837,0.80291139
0.65725027,0.80882000,0.67021290,0.80310127
0.65305260,0.81083000,0.66542495,0.80487342
0.65159013,0.81212000,0.66361787,0.80626582
0.65456034,0.81011000,0.66641634,0.80392405
0.65748706,0.80784000,0.67048264,0.80063291
0.65264661,0.80965000,0.66498834,0.80360759
0.64889506,0.81355000,0.66140504,0.80702532
0.64856521,0.81145000,0.66129839,0.80278481
0.65201736,0.80935000,0.66363950,0.80196203
0.65011335,0.81331000,0.66185659,0.80810127
0.65578149,0.80813000,0.66834033,0.80297468
0.65119183,0.80907000,0.66321982,0.80316456
0.64959607,0.81091000,0.66085816,0.80246835
0.65099430,0.81029000,0.66351927,0.80417722
0.64896298,0.81043000,0.66070739,0.80341772
0.65212896,0.80812000,0.66471666,0.80018987
0.64440152,0.81380000,0.65613877,0.80582278
0.64803070,0.80993000,0.65893777,0.80348101
0.64908605,0.81120000,0.66035260,0.80424051
0.64711611,0.81298000,0.66010545,0.80493671
0.64212170,0.81335000,0.65444149,0.80575949
0.64464174,0.81046000,0.65650663,0.80354430
0.64506611,0.81094000,0.65892129,0.80367089
0.64696461,0.81288000,0.66003866,0.80531646
0.64627566,0.81083000,0.65860511,0.80474684
0.64171542,0.81304000,0.65481691,0.80626582
0.64725128,0.80957000,0.65995955,0.80341772
0.64076523,0.81536000,0.65299134,0.80715190
0.64414359,0.81218000,0.65519827,0.80594937
0.64073458,0.81420000,0.65311929,0.80905063
0.64169989,0.81396000,0.65504635,0.80645570
0.63904734,0.81395000,0.65274188,0.80753165
0.63924781,0.81511000,0.65157054,0.80962025
0.64078566,0.81172000,0.65257642,0.80424051
0.63980734,0.81472000,0.65197509,0.80987342
0.64392164,0.81026000,0.65672272,0.80151899
0.63801367,0.81567000,0.65087025,0.80930380
0.64190230,0.81251000,0.65388001,0.80613924
0.64393393,0.81122000,0.65595938,0.80746835
0.63717645,0.81514000,0.65054968,0.80759494
0.64025194,0.81546000,0.65078140,0.81025316
0.63782500,0.81352000,0.65071585,0.80512658
0.63808865,0.81653000,0.65102808,0.81107595
0.64033412,0.81394000,0.65272169,0.80639241
0.64287773,0.81561000,0.65526074,0.80797468
0.64058111,0.81470000,0.65428912,0.80936709
0.64414907,0.81235000,0.65508255,0.80544304
0.64311160,0.80970000,0.65577425,0.80588608
0.63645065,0.81533000,0.64888355,0.80905063
0.63910695,0.81248000,0.65084845,0.80632911
0.63633557,0.81528000,0.64856060,0.80924051
0.64291428,0.81128000,0.65347901,0.80443038
0.63687288,0.81421000,0.65005367,0.80803797
0.64166420,0.81432000,0.65447486,0.80772152
0.63593853,0.81472000,0.64731916,0.81031646
0.63627999,0.81416000,0.64860872,0.80601266
0.63948681,0.81510000,0.65263037,0.80917722
0.63786727,0.81352000,0.64953733,0.80658228
0.63462214,0.81699000,0.64668077,0.81215190
0.63496852,0.81569000,0.64843964,0.80848101
0.63772055,0.81471000,0.64902915,0.80905063
0.63801065,0.81458000,0.65079879,0.80734177
0.63213542,0.81587000,0.64401741,0.80886076
0.63685699,0.81557000,0.64792488,0.80955696
0.63425288,0.81657000,0.64743165,0.81088608
0.63538528,0.81429000,0.64704944,0.80867089
0.63384242,0.81544000,0.64613510,0.80955696
0.63526251,0.81454000,0.64798450,0.80791139
