activation: selu, batch_size: 50, learning_rate: 0.001, number_epochs: 100, init: GlorotUniformInit, time: 359.37
error(train),acc(train),error(valid),acc(valid),params_penalty
2.94187508,0.11664000,2.94503822,0.11530000,0.00000000
0.50656383,0.85040000,0.46191655,0.86830000,0.00000000
0.38929159,0.88448000,0.35643364,0.89870000,0.00000000
0.33623503,0.90060000,0.30942529,0.91040000,0.00000000
0.30389301,0.91052000,0.28222512,0.91680000,0.00000000
0.28044806,0.91774000,0.26265696,0.92120000,0.00000000
0.26204439,0.92374000,0.24747417,0.92670000,0.00000000
0.24689560,0.92774000,0.23499749,0.93030000,0.00000000
0.23356791,0.93146000,0.22419287,0.93380000,0.00000000
0.22276406,0.93486000,0.21547693,0.93590000,0.00000000
0.21214120,0.93804000,0.20635603,0.93900000,0.00000000
0.20342796,0.94006000,0.20019469,0.94070000,0.00000000
0.19478241,0.94264000,0.19338078,0.94420000,0.00000000
0.18734909,0.94510000,0.18697561,0.94650000,0.00000000
0.18035585,0.94738000,0.18159874,0.94820000,0.00000000
0.17411239,0.94874000,0.17673816,0.94950000,0.00000000
0.16831036,0.95096000,0.17237854,0.95130000,0.00000000
0.16296219,0.95216000,0.16809485,0.95260000,0.00000000
0.15791316,0.95420000,0.16430927,0.95360000,0.00000000
0.15322108,0.95544000,0.16156838,0.95360000,0.00000000
0.14915665,0.95632000,0.15847131,0.95440000,0.00000000
0.14443276,0.95796000,0.15446038,0.95600000,0.00000000
0.14055387,0.95894000,0.15208868,0.95640000,0.00000000
0.13680161,0.96012000,0.14902495,0.95720000,0.00000000
0.13354868,0.96132000,0.14639147,0.95730000,0.00000000
0.12995919,0.96218000,0.14439863,0.95760000,0.00000000
0.12675523,0.96300000,0.14219372,0.95840000,0.00000000
0.12369503,0.96432000,0.14024199,0.95900000,0.00000000
0.12090047,0.96472000,0.13824968,0.95960000,0.00000000
0.11825284,0.96546000,0.13619810,0.96020000,0.00000000
0.11551642,0.96628000,0.13430812,0.96100000,0.00000000
0.11304154,0.96742000,0.13282878,0.96080000,0.00000000
0.11051480,0.96804000,0.13175568,0.96240000,0.00000000
0.10823984,0.96880000,0.12976305,0.96230000,0.00000000
0.10613627,0.96964000,0.12902383,0.96250000,0.00000000
0.10383099,0.97010000,0.12710321,0.96270000,0.00000000
0.10199760,0.97096000,0.12656341,0.96250000,0.00000000
0.09974066,0.97146000,0.12465419,0.96310000,0.00000000
0.09806668,0.97252000,0.12405773,0.96280000,0.00000000
0.09599779,0.97260000,0.12275468,0.96390000,0.00000000
0.09443197,0.97314000,0.12135068,0.96500000,0.00000000
0.09292181,0.97376000,0.12070895,0.96480000,0.00000000
0.09084152,0.97454000,0.11967081,0.96510000,0.00000000
0.08903890,0.97516000,0.11866597,0.96570000,0.00000000
0.08752329,0.97566000,0.11792692,0.96520000,0.00000000
0.08647040,0.97576000,0.11738094,0.96600000,0.00000000
0.08455733,0.97658000,0.11653328,0.96610000,0.00000000
0.08307172,0.97680000,0.11527032,0.96670000,0.00000000
0.08172927,0.97730000,0.11422905,0.96620000,0.00000000
0.08070447,0.97780000,0.11368722,0.96700000,0.00000000
0.07898389,0.97856000,0.11370340,0.96710000,0.00000000
0.07764777,0.97864000,0.11280968,0.96700000,0.00000000
0.07636477,0.97864000,0.11205186,0.96720000,0.00000000
0.07519942,0.97922000,0.11121460,0.96750000,0.00000000
0.07389810,0.97948000,0.11097999,0.96740000,0.00000000
0.07286270,0.97998000,0.11046897,0.96780000,0.00000000
0.07166426,0.98026000,0.11011684,0.96760000,0.00000000
0.07046123,0.98068000,0.10955462,0.96850000,0.00000000
0.06944070,0.98092000,0.10864174,0.96840000,0.00000000
0.06817369,0.98142000,0.10795841,0.96830000,0.00000000
0.06729363,0.98166000,0.10723429,0.96840000,0.00000000
0.06607953,0.98180000,0.10741383,0.96870000,0.00000000
0.06542609,0.98238000,0.10802769,0.96830000,0.00000000
0.06447435,0.98250000,0.10622619,0.96900000,0.00000000
0.06335702,0.98286000,0.10644835,0.96940000,0.00000000
0.06212322,0.98308000,0.10570899,0.96910000,0.00000000
0.06129359,0.98354000,0.10547875,0.96840000,0.00000000
0.06034104,0.98398000,0.10526142,0.96940000,0.00000000
0.05949512,0.98422000,0.10473240,0.96940000,0.00000000
0.05861085,0.98420000,0.10406720,0.96970000,0.00000000
0.05776554,0.98460000,0.10419156,0.96940000,0.00000000
0.05720955,0.98494000,0.10480700,0.96910000,0.00000000
0.05620841,0.98496000,0.10321699,0.97020000,0.00000000
0.05534287,0.98532000,0.10258974,0.96990000,0.00000000
0.05438876,0.98556000,0.10291276,0.97000000,0.00000000
0.05378233,0.98572000,0.10276094,0.96900000,0.00000000
0.05291334,0.98610000,0.10244160,0.97020000,0.00000000
0.05207771,0.98618000,0.10183933,0.97060000,0.00000000
0.05148190,0.98670000,0.10193984,0.97080000,0.00000000
0.05078604,0.98678000,0.10244724,0.97020000,0.00000000
0.04988303,0.98700000,0.10126480,0.97010000,0.00000000
0.04906893,0.98732000,0.10086156,0.97100000,0.00000000
0.04838331,0.98766000,0.10033734,0.97140000,0.00000000
0.04780139,0.98790000,0.10044576,0.97130000,0.00000000
0.04718564,0.98788000,0.10030384,0.97130000,0.00000000
0.04646133,0.98820000,0.10025687,0.97130000,0.00000000
0.04571287,0.98850000,0.10002543,0.97100000,0.00000000
0.04514810,0.98868000,0.09950677,0.97150000,0.00000000
0.04467866,0.98894000,0.09923426,0.97150000,0.00000000
0.04388751,0.98888000,0.09946365,0.97100000,0.00000000
0.04319896,0.98926000,0.09893575,0.97160000,0.00000000
0.04278210,0.98910000,0.09930157,0.97150000,0.00000000
0.04202996,0.98992000,0.09834693,0.97180000,0.00000000
0.04143123,0.98964000,0.09827377,0.97190000,0.00000000
0.04084665,0.99014000,0.09831463,0.97220000,0.00000000
0.04024975,0.99028000,0.09815591,0.97220000,0.00000000
0.03982095,0.99014000,0.09848343,0.97210000,0.00000000
0.03910848,0.99080000,0.09809699,0.97220000,0.00000000
0.03860289,0.99088000,0.09809459,0.97210000,0.00000000
0.03818241,0.99096000,0.09756434,0.97170000,0.00000000
0.03756717,0.99116000,0.09731581,0.97240000,0.00000000
