batch_size: 50, learning_rate: 0.02, mom_coeff: 0.09, l2_penalty_coeff: 0.00010, number_epochs: 100, time: 2172.11
error(train),acc(train),error(valid),acc(valid)
10.05244363,0.02716000,10.01960998,0.02746835
4.89567045,0.73295000,4.92739504,0.72601266
4.71405528,0.77584000,4.75845339,0.76721519
4.60875906,0.80005000,4.67117637,0.78436709
4.54271393,0.81793000,4.61629825,0.79829114
4.50340867,0.82503000,4.58364671,0.80449367
4.46702810,0.83585000,4.55813275,0.81354430
4.43813922,0.84260000,4.53772418,0.81860759
4.42315838,0.84667000,4.53431555,0.81917722
4.40143244,0.84963000,4.52014338,0.81905063
4.38654733,0.85685000,4.51324859,0.82708861
4.38496679,0.85160000,4.51545910,0.81594937
4.36118972,0.86264000,4.49953171,0.82493671
4.35218708,0.86485000,4.49897759,0.82683544
4.34139099,0.86773000,4.49689961,0.82772152
4.33213294,0.86774000,4.49532038,0.82670886
4.32395155,0.87052000,4.48805048,0.82854430
4.31120400,0.87629000,4.48206299,0.83177215
4.31517145,0.87215000,4.49045174,0.82518987
4.29940418,0.87816000,4.48256272,0.82911392
4.29452634,0.87991000,4.48151969,0.83050633
4.28468634,0.88219000,4.47567290,0.83227848
4.28164896,0.88432000,4.48042764,0.83069620
4.27587648,0.88346000,4.47831927,0.83411392
4.26919557,0.88612000,4.47923597,0.83297468
4.26474157,0.88710000,4.47823370,0.83246835
4.25687373,0.88861000,4.47819611,0.83037975
4.25618761,0.89040000,4.48525838,0.83265823
4.25454272,0.89034000,4.48751432,0.83170886
4.24238326,0.89408000,4.47838524,0.83348101
4.25275615,0.89103000,4.49114687,0.82898734
4.23680384,0.89416000,4.48167682,0.83525316
4.22801915,0.89909000,4.47964494,0.83493671
4.23580673,0.89538000,4.48971212,0.83145570
4.23607247,0.89313000,4.49830373,0.82924051
4.22857197,0.89728000,4.49787041,0.83202532
4.21701299,0.90135000,4.48936621,0.83354430
4.22922445,0.89267000,4.50988378,0.82132911
4.21998908,0.89656000,4.50166252,0.82740506
4.20930610,0.90388000,4.49703154,0.83177215
4.20599663,0.90415000,4.49962289,0.83151899
4.20958969,0.90005000,4.50649297,0.82778481
4.20207427,0.90516000,4.50868090,0.83094937
4.20072668,0.90601000,4.50920366,0.83240506
4.19338883,0.90711000,4.50658942,0.83031646
4.19647516,0.90563000,4.51432100,0.82658228
4.19832404,0.90577000,4.52078170,0.82848101
4.18779495,0.90976000,4.51887886,0.82905063
4.18307517,0.91071000,4.51295150,0.83025316
4.19191555,0.90712000,4.52813222,0.82753165
4.18704130,0.90835000,4.52868895,0.82879747
4.17709507,0.91227000,4.52232308,0.83189873
4.18717107,0.90724000,4.53812616,0.82297468
4.17788578,0.91145000,4.52916263,0.82886076
4.17121129,0.91522000,4.53147823,0.83151899
4.17307525,0.91472000,4.53113203,0.83132911
4.16771193,0.91587000,4.53784452,0.82955696
4.17344686,0.91220000,4.54464224,0.82462025
4.17209433,0.91396000,4.55053104,0.82468354
4.16760356,0.91538000,4.55196645,0.82683544
4.16284823,0.91690000,4.55063427,0.82613924
4.16059608,0.91812000,4.55259347,0.82556962
4.16495460,0.91294000,4.56218845,0.82443038
4.15397238,0.92000000,4.55005745,0.83044304
4.16077549,0.91590000,4.56386886,0.82474684
4.15590589,0.91890000,4.56464597,0.82449367
4.14820812,0.92203000,4.55814005,0.82291139
4.14806225,0.92360000,4.56610477,0.82379747
4.14772613,0.92187000,4.56478294,0.82702532
4.14789736,0.92078000,4.57406486,0.82417722
4.14299480,0.92356000,4.57764942,0.82443038
4.13997632,0.92415000,4.56815714,0.82696203
4.14044793,0.92363000,4.58540630,0.82531646
4.13625035,0.92543000,4.57579781,0.82651899
4.15096408,0.91713000,4.59755409,0.81639241
4.14290164,0.92157000,4.59717626,0.82335443
4.13704964,0.92453000,4.59303759,0.82392405
4.13789454,0.92385000,4.60107034,0.81841772
4.14381430,0.92213000,4.60854005,0.82018987
4.12632553,0.92913000,4.59036003,0.82189873
4.13218899,0.92659000,4.59893490,0.82012658
4.13776948,0.92422000,4.61434215,0.81955696
4.13039320,0.92655000,4.60698090,0.82158228
4.13576590,0.92516000,4.62144153,0.81917722
4.12622473,0.92837000,4.61934607,0.82417722
4.12702822,0.92857000,4.61273388,0.82259494
4.12853918,0.92763000,4.61665401,0.82449367
4.12476230,0.92814000,4.62364145,0.82246835
4.12910545,0.92673000,4.62728300,0.82025316
4.12025378,0.93100000,4.62281518,0.82405063
4.12557871,0.92803000,4.62892341,0.81943038
4.12216981,0.92990000,4.64088313,0.81886076
4.11374190,0.93257000,4.62729432,0.82234177
4.12513777,0.92727000,4.65475079,0.81734177
4.11096115,0.93313000,4.63652280,0.82246835
4.10868100,0.93555000,4.63385320,0.82158228
4.12109329,0.92838000,4.64405452,0.81746835
4.10692415,0.93594000,4.64650662,0.82107595
4.11893937,0.92811000,4.66154601,0.81930380
4.10641947,0.93599000,4.64024512,0.82031646
4.10568232,0.93549000,4.65287344,0.82234177
